fecha,periodo,naturaleza_finca,tipo_interes,tipo_hipotecario
2023-11-01,2023M11,Total fincas,Fijo,3.86
2023-11-01,2023M11,Total fincas,Total,3.63
2023-11-01,2023M11,Total fincas,Variable,3.42
2023-11-01,2023M11,Viviendas,Fijo,3.51
2023-11-01,2023M11,Viviendas,Total,3.26
2023-11-01,2023M11,Viviendas,Variable,3.01
2023-12-01,2023M12,Total fincas,Fijo,3.86
2023-12-01,2023M12,Total fincas,Total,3.66
2023-12-01,2023M12,Total fincas,Variable,3.47
2023-12-01,2023M12,Viviendas,Fijo,3.54
2023-12-01,2023M12,Viviendas,Total,3.33
2023-12-01,2023M12,Viviendas,Variable,3.08
2024-01-01,2024M01,Total fincas,Fijo,3.93
2024-01-01,2024M01,Total fincas,Total,3.9
2024-01-01,2024M01,Total fincas,Variable,3.87
2024-01-01,2024M01,Viviendas,Fijo,3.63
2024-01-01,2024M01,Viviendas,Total,3.44
2024-01-01,2024M01,Viviendas,Variable,3.23
2024-02-01,2024M02,Total fincas,Fijo,4.06
2024-02-01,2024M02,Total fincas,Total,3.75
2024-02-01,2024M02,Total fincas,Variable,3.45
2024-02-01,2024M02,Viviendas,Fijo,3.58
2024-02-01,2024M02,Viviendas,Total,3.34
2024-02-01,2024M02,Viviendas,Variable,3.07
2024-03-01,2024M03,Total fincas,Fijo,4.22
2024-03-01,2024M03,Total fincas,Total,3.91
2024-03-01,2024M03,Total fincas,Variable,3.59
2024-03-01,2024M03,Viviendas,Fijo,3.67
2024-03-01,2024M03,Viviendas,Total,3.42
2024-03-01,2024M03,Viviendas,Variable,3.16
2024-04-01,2024M04,Total fincas,Fijo,3.72
2024-04-01,2024M04,Total fincas,Total,3.59
2024-04-01,2024M04,Total fincas,Variable,3.48
2024-04-01,2024M04,Viviendas,Fijo,3.5
2024-04-01,2024M04,Viviendas,Total,3.36
2024-04-01,2024M04,Viviendas,Variable,3.23
2024-05-01,2024M05,Total fincas,Fijo,3.69
2024-05-01,2024M05,Total fincas,Total,3.57
2024-05-01,2024M05,Total fincas,Variable,3.46
2024-05-01,2024M05,Viviendas,Fijo,3.42
2024-05-01,2024M05,Viviendas,Total,3.25
2024-05-01,2024M05,Viviendas,Variable,3.05
2024-06-01,2024M06,Total fincas,Fijo,3.7
2024-06-01,2024M06,Total fincas,Total,3.59
2024-06-01,2024M06,Total fincas,Variable,3.48
2024-06-01,2024M06,Viviendas,Fijo,3.42
2024-06-01,2024M06,Viviendas,Total,3.25
2024-06-01,2024M06,Viviendas,Variable,3.04
2024-07-01,2024M07,Total fincas,Fijo,3.67
2024-07-01,2024M07,Total fincas,Total,3.54
2024-07-01,2024M07,Total fincas,Variable,3.41
2024-07-01,2024M07,Viviendas,Fijo,3.32
2024-07-01,2024M07,Viviendas,Total,3.17
2024-07-01,2024M07,Viviendas,Variable,3.0
2024-08-01,2024M08,Total fincas,Fijo,3.74
2024-08-01,2024M08,Total fincas,Total,3.69
2024-08-01,2024M08,Total fincas,Variable,3.64
2024-08-01,2024M08,Viviendas,Fijo,3.47
2024-08-01,2024M08,Viviendas,Total,3.28
2024-08-01,2024M08,Viviendas,Variable,3.02
2024-09-01,2024M09,Total fincas,Fijo,3.42
2024-09-01,2024M09,Total fincas,Total,3.35
2024-09-01,2024M09,Total fincas,Variable,3.27
2024-09-01,2024M09,Viviendas,Fijo,3.29
2024-09-01,2024M09,Viviendas,Total,3.13
2024-09-01,2024M09,Viviendas,Variable,2.9
2024-10-01,2024M10,Total fincas,Fijo,3.56
2024-10-01,2024M10,Total fincas,Total,3.43
2024-10-01,2024M10,Total fincas,Variable,3.28
2024-10-01,2024M10,Viviendas,Fijo,3.32
2024-10-01,2024M10,Viviendas,Total,3.12
2024-10-01,2024M10,Viviendas,Variable,2.83
2024-11-01,2024M11,Total fincas,Fijo,3.6
2024-11-01,2024M11,Total fincas,Total,3.63
2024-11-01,2024M11,Total fincas,Variable,3.68
2024-11-01,2024M11,Viviendas,Fijo,3.31
2024-11-01,2024M11,Viviendas,Total,3.26
2024-11-01,2024M11,Viviendas,Variable,3.2
2024-12-01,2024M12,Total fincas,Fijo,3.84
2024-12-01,2024M12,Total fincas,Total,3.65
2024-12-01,2024M12,Total fincas,Variable,3.39
2024-12-01,2024M12,Viviendas,Fijo,3.31
2024-12-01,2024M12,Viviendas,Total,3.25
2024-12-01,2024M12,Viviendas,Variable,3.16
2025-01-01,2025M01,Total fincas,Fijo,3.32
2025-01-01,2025M01,Total fincas,Total,3.31
2025-01-01,2025M01,Total fincas,Variable,3.29
2025-01-01,2025M01,Viviendas,Fijo,3.17
2025-01-01,2025M01,Viviendas,Total,3.08
2025-01-01,2025M01,Viviendas,Variable,2.94
2025-02-01,2025M02,Total fincas,Fijo,3.34
2025-02-01,2025M02,Total fincas,Total,3.18
2025-02-01,2025M02,Total fincas,Variable,2.98
2025-02-01,2025M02,Viviendas,Fijo,3.1
2025-02-01,2025M02,Viviendas,Total,2.96
2025-02-01,2025M02,Viviendas,Variable,2.73
2025-03-01,2025M03,Total fincas,Fijo,3.26
2025-03-01,2025M03,Total fincas,Total,3.23
2025-03-01,2025M03,Total fincas,Variable,3.2
2025-03-01,2025M03,Viviendas,Fijo,3.05
2025-03-01,2025M03,Viviendas,Total,2.97
2025-03-01,2025M03,Viviendas,Variable,2.83
2025-04-01,2025M04,Total fincas,Fijo,3.22
2025-04-01,2025M04,Total fincas,Total,3.22
2025-04-01,2025M04,Total fincas,Variable,3.22
2025-04-01,2025M04,Viviendas,Fijo,3.03
2025-04-01,2025M04,Viviendas,Total,2.98
2025-04-01,2025M04,Viviendas,Variable,2.87
2025-05-01,2025M05,Total fincas,Fijo,3.11
2025-05-01,2025M05,Total fincas,Total,3.1
2025-05-01,2025M05,Total fincas,Variable,3.08
2025-05-01,2025M05,Viviendas,Fijo,2.97
2025-05-01,2025M05,Viviendas,Total,2.91
2025-05-01,2025M05,Viviendas,Variable,2.78
2025-06-01,2025M06,Total fincas,Fijo,3.23
2025-06-01,2025M06,Total fincas,Total,3.21
2025-06-01,2025M06,Total fincas,Variable,3.17
2025-06-01,2025M06,Viviendas,Fijo,2.97
2025-06-01,2025M06,Viviendas,Total,2.97
2025-06-01,2025M06,Viviendas,Variable,2.98
2025-07-01,2025M07,Total fincas,Fijo,3.16
2025-07-01,2025M07,Total fincas,Total,3.16
2025-07-01,2025M07,Total fincas,Variable,3.17
2025-07-01,2025M07,Viviendas,Fijo,2.94
2025-07-01,2025M07,Viviendas,Total,2.94
2025-07-01,2025M07,Viviendas,Variable,2.94
2025-08-01,2025M08,Total fincas,Fijo,3.04
2025-08-01,2025M08,Total fincas,Total,3.18
2025-08-01,2025M08,Total fincas,Variable,3.31
2025-08-01,2025M08,Viviendas,Fijo,2.85
2025-08-01,2025M08,Viviendas,Total,2.89
2025-08-01,2025M08,Viviendas,Variable,2.95
2025-09-01,2025M09,Total fincas,Fijo,3.01
2025-09-01,2025M09,Total fincas,Total,3.16
2025-09-01,2025M09,Total fincas,Variable,3.3
2025-09-01,2025M09,Viviendas,Fijo,2.83
2025-09-01,2025M09,Viviendas,Total,2.85
2025-09-01,2025M09,Viviendas,Variable,2.89
2025-10-01,2025M10,Total fincas,Fijo,3.1
2025-10-01,2025M10,Total fincas,Total,3.17
2025-10-01,2025M10,Total fincas,Variable,3.24
2025-10-01,2025M10,Viviendas,Fijo,2.82
2025-10-01,2025M10,Viviendas,Total,2.81
2025-10-01,2025M10,Viviendas,Variable,2.79
2025-11-01,2025M11,Total fincas,Fijo,3.18
2025-11-01,2025M11,Total fincas,Total,3.16
2025-11-01,2025M11,Total fincas,Variable,3.13
2025-11-01,2025M11,Viviendas,Fijo,2.94
2025-11-01,2025M11,Viviendas,Total,2.97
2025-11-01,2025M11,Viviendas,Variable,3.01
2025-12-01,2025M12,Total fincas,Fijo,3.07
2025-12-01,2025M12,Total fincas,Total,3.09
2025-12-01,2025M12,Total fincas,Variable,3.11
2025-12-01,2025M12,Viviendas,Fijo,2.91
2025-12-01,2025M12,Viviendas,Total,2.87
2025-12-01,2025M12,Viviendas,Variable,2.82
2026-01-01,2026M01,Total fincas,Fijo,3.21
2026-01-01,2026M01,Total fincas,Total,3.22
2026-01-01,2026M01,Total fincas,Variable,3.24
2026-01-01,2026M01,Viviendas,Fijo,2.83
2026-01-01,2026M01,Viviendas,Total,2.86
2026-01-01,2026M01,Viviendas,Variable,2.92
2026-02-01,2026M02,Total fincas,Fijo,2.99
2026-02-01,2026M02,Total fincas,Total,3.08
2026-02-01,2026M02,Total fincas,Variable,3.18
2026-02-01,2026M02,Viviendas,Fijo,2.78
2026-02-01,2026M02,Viviendas,Total,2.88
2026-02-01,2026M02,Viviendas,Variable,3.03
2026-03-01,2026M03,Total fincas,Fijo,3.1
2026-03-01,2026M03,Total fincas,Total,3.08
2026-03-01,2026M03,Total fincas,Variable,3.06
2026-03-01,2026M03,Viviendas,Fijo,2.83
2026-03-01,2026M03,Viviendas,Total,2.84
2026-03-01,2026M03,Viviendas,Variable,2.86
2026-04-01,2026M04,Total fincas,Fijo,3.04
2026-04-01,2026M04,Total fincas,Total,3.0
2026-04-01,2026M04,Total fincas,Variable,2.96
2026-04-01,2026M04,Viviendas,Fijo,2.86
2026-04-01,2026M04,Viviendas,Total,2.9
2026-04-01,2026M04,Viviendas,Variable,2.97
2026-05-01,2026M05,Total fincas,Fijo,3.08
2026-05-01,2026M05,Total fincas,Total,3.07
2026-05-01,2026M05,Total fincas,Variable,3.07
2026-05-01,2026M05,Viviendas,Fijo,2.96
2026-05-01,2026M05,Viviendas,Total,2.98
2026-05-01,2026M05,Viviendas,Variable,3.0
2026-06-01,2026M06,Total fincas,Fijo,3.22
2026-06-01,2026M06,Total fincas,Total,3.26
2026-06-01,2026M06,Total fincas,Variable,3.29
2026-06-01,2026M06,Viviendas,Fijo,2.89
2026-06-01,2026M06,Viviendas,Total,2.96
2026-06-01,2026M06,Viviendas,Variable,3.07
